state,county,station_x,year,jan_x,feb_x,mar_x,apr_x,may_x,jun_x,jul_x,aug_x,sep_x,oct_x,nov_x,dec_x,plant_acres,harvest_acres,yield_acres,bales,station_y,jan_y,feb_y,mar_y,apr_y,may_y,jun_y,jul_y,aug_y,sep_y,oct_y,nov_y,dec_y,total_percent_lost
OK,Lincoln,USH00345779,1973,657,469,1176,1849,831,1463,597,1325,2007,643,933,257,150,150,329.6,103,USC00341684,118,449,1137,1383,1964,2426,2753,2720,2214,1856,1193,496,22.0
OK,Okfuskee,USH00346638,1973,765,1,536,1720,1515,737,2291,414,632,2187,1199,1690,180,130,210.46153846200002,57,USC00346638,165,515,1238,1437,2024,2440,2753,2664,2305,1879,1273,525,22.0
OK,Logan,USH00343821,1973,813,162,1622,721,1799,1217,721,273,1573,645,740,356,1240,1210,450.247933884,1135,USC00342242,41,463,1140,1359,2015,2514,2720,2731,2214,1849,1101,412,22.0
OK,Bryan,USH00342678,1973,478,775,1661,1899,836,2047,963,257,2908,1087,732,592,3870,3420,249.96491228099998,1781,USC00342678,320,632,1350,1485,2125,2462,2729,2677,2337,1894,1295,665,22.0
OK,Woodward,USH00346139,1973,581,152,1894,836,629,148,914,79,637,668,171,234,120,120,360.0,90,USC00343304,-152,290,851,1054,1760,2438,2611,2650,1932,1616,887,139,22.0
OK,Caddo,USH00341504,1973,899,187,1803,603,1076,382,942,46,1796,1,607,390,33100,31400,405.110828025,26501,USC00340224,51,443,1093,1318,1950,2453,2682,2662,2216,1745,1160,417,22.0
OK,Payne,USH00348501,1973,823,305,1965,875,812,546,1105,548,3153,620,778,267,990,970,360.24742268,728,USC00342318,87,458,1181,1366,1966,2461,2687,2712,2221,1848,1182,416,22.0
OK,Pontotoc,USH00340017,1973,671,728,2044,1525,681,2739,668,889,2666,1515,1742,326,180,160,210.0,70,USC00340017,206,531,1258,1423,2143,2478,2688,2696,2312,1953,1316,587,22.0
OK,Blaine,USH00343497,1973,419,1,114,1,1981,557,1161,665,1161,135,1247,1,4650,4450,380.116853933,3524,USC00341445,-67,373,998,1239,1920,2489,2744,2786,2118,1752,1005,289,22.0
OK,Muskogee,USH00346130,1973,1034,625,2299,1841,1560,3419,484,838,2239,1007,1568,916,4700,2820,395.23404255300005,2322,USC00346130,201,446,1255,1422,1903,2410,2717,2618,2332,1820,1239,467,22.0
OK,Osage,USH00340548,1973,1061,253,2243,1303,802,759,1073,270,2275,729,1,1402,1300,1250,269.952,703,USC00340535,-42,297,1062,1270,1827,2355,2656,2586,2164,1730,1048,213,22.0
OK,Garvin,USH00346926,1973,868,351,1013,1651,1016,1807,530,48,2543,1,1354,1397,2270,2020,320.079207921,1347,USC00345216,146,477,1149,1378,1993,2429,2674,2607,2188,1752,1178,503,22.0
OK,Carter,USH00340292,1973,914,573,1835,1204,682,1999,1335,33,2678,1068,1588,77,70,70,308.571428571,45,USC00340292,369,700,1402,1543,2248,2585,2827,2769,2447,1986,1415,777,22.0
OK,Noble,USH00347012,1973,782,188,1880,916,859,415,1185,848,2078,624,879,447,10,10,240.0,5,USC00340755,-196,362,1083,1148,1817,2487,2814,2656,2081,1689,890,52,22.0
OK,Okmulgee,USH00346670,1972,76,227,342,1232,855,632,157,501,629,2125,1528,620,2000,1000,117.12,244,USC00346670,330,698,1359,1804,2035,2579,2680,2702,2523,1681,696,234,30.5
OK,Comanche,USH00345063,1972,0,99,69,1211,736,236,328,478,521,2213,1067,1,5970,4720,155.084745763,1525,USC00341706,278,635,1298,1875,2049,2707,2764,2767,2464,1651,672,232,30.5
OK,Lincoln,USH00345779,1972,83,177,498,939,362,678,970,310,126,1497,1343,431,290,190,179.368421053,71,USC00341684,210,623,1238,1757,2029,2626,2688,2706,2526,1653,640,141,30.5
OK,Okfuskee,USH00346638,1972,96,190,314,1239,804,612,589,455,768,1567,1712,539,10,8,240.0,4,USC00346638,300,662,1249,1770,2060,2611,2701,2766,2480,1653,656,224,30.5
OK,Logan,USH00343821,1972,38,83,173,753,859,536,899,622,648,1179,934,379,1680,1620,298.074074074,1006,USC00342242,120,611,1216,1786,2048,2642,2696,2687,2464,1613,608,80,30.5
OK,Bryan,USH00342678,1972,114,111,249,1102,1316,454,325,910,2024,2295,985,134,7250,6240,189.307692308,2461,USC00342678,315,826,1415,1841,2064,2568,2730,2740,2546,1746,705,391,30.5
OK,Woodward,USH00346139,1972,25,30,13,397,945,738,3472,327,555,320,680,237,250,120,392.0,98,USC00343304,-76,432,1112,1562,1835,2397,2519,2489,2235,1433,310,-214,30.5
OK,Caddo,USH00341504,1972,29,46,100,719,802,389,158,303,188,1032,805,167,36100,32080,363.14214463800005,24270,USC00340224,202,535,1218,1797,1975,2601,2714,2733,2533,1663,605,131,30.5
OK,Payne,USH00348501,1972,20,35,267,589,646,903,727,749,639,1252,959,391,1150,970,233.072164948,471,USC00342318,154,524,1240,1718,2037,2541,2609,2667,2345,1520,645,108,30.5
OK,Pontotoc,USH00340017,1972,104,211,69,739,1025,699,386,725,1561,2287,1126,222,160,150,275.2,86,USC00340017,399,791,1369,1927,2092,2684,2778,2749,2489,1657,658,321,30.5
OK,Blaine,USH00343497,1972,61,203,0,460,1023,362,968,316,962,966,612,1,5300,5020,344.22310757,3600,USC00341445,32,461,1156,1788,1930,2532,2691,2641,2357,1555,526,24,30.5
OK,Muskogee,USH00346130,1972,146,230,326,1432,282,567,595,615,963,2099,1842,518,9640,8660,257.958429561,4654,USC00346130,289,644,1190,1670,2021,2583,2697,2771,2498,1596,602,193,30.5
OK,Osage,USH00340548,1972,64,156,153,1068,605,417,1453,851,1331,1578,1268,527,1500,1400,307.885714286,898,USC00340535,37,427,1045,1632,1902,2493,2566,2602,2320,1458,485,-77,30.5
OK,Garvin,USH00346926,1972,94,302,122,856,1145,363,259,621,1093,2001,967,184,3300,3010,306.97674418599996,1925,USC00345216,263,689,1263,1835,2053,2617,2690,2780,2464,1842,573,221,30.5
OK,Carter,USH00340292,1972,109,121,234,1199,662,160,348,362,554,1974,753,208,360,340,244.23529411799998,173,USC00340292,516,924,1523,1968,2217,2758,2826,2821,2577,1836,798,444,30.5
OK,Noble,USH00347012,1972,35,82,147,811,381,1124,1002,713,709,1047,860,481,170,20,240.0,10,USC00340755,-101,346,1023,1532,1998,2558,2656,2661,2288,1394,395,-99,30.5
MS,Jones,USH00224939,1976,1183,367,3269,188,1583,478,1255,660,355,826,1105,1076,950,915,322.62295082,615,USC00224939,671,1288,1564,1790,1911,2412,2663,2582,2330,1510,877,696,9.15
MS,Lincoln,USH00221094,1976,798,948,2943,91,1802,353,999,583,309,442,1049,693,535,500,360.0,375,USC00221094,720,1356,1533,1853,2006,2434,2629,2622,2372,1534,930,718,9.15
MS,Winston,USH00225247,1976,1043,924,2999,538,1482,513,1421,631,934,1137,791,1204,4300,4000,336.0,2800,USC00225247,358,1086,1315,1676,1758,2341,2495,2475,2177,1348,658,455,9.15
MS,Coahoma,USH00221707,1976,983,1113,1617,508,800,1390,340,92,751,968,527,570,116100,110500,334.47963800900004,77000,USC00221707,442,1190,1371,1726,1793,2408,2661,2605,2267,1400,698,495,9.15
MS,Attala,USH00224776,1976,1407,990,3174,374,1276,1110,1651,861,1391,1063,1019,1371,10500,9800,367.346938776,7500,USC00224776,363,1082,1332,1668,1778,2323,2525,2499,2162,1307,629,443,9.15
MS,Sunflower,USH00226009,1976,939,1187,1788,211,1259,1568,1074,127,1116,1349,566,1017,181800,178500,256.806722689,95500,USC00226009,505,1260,1432,1738,1902,2392,2656,2607,2249,1448,697,534,9.15
MS,Panola,USH00220488,1976,1111,1136,1752,350,832,745,292,33,589,1163,647,693,38300,37300,366.75603217199995,28500,USC00220488,320,1068,1324,1670,1726,2354,2616,2554,2206,1335,546,383,9.15
MS,Monroe,USH00220021,1976,979,1001,1679,157,2018,1020,1109,1270,674,1092,585,966,14550,14000,473.142857143,13800,USC00220021,486,1188,1432,1731,1851,2423,2664,2578,2223,1428,752,498,9.15
MS,Wayne,USH00229439,1976,1150,477,2894,238,2029,1013,1330,844,657,1166,1545,1566,700,650,369.230769231,500,USC00229439,704,1306,1615,1818,1982,2434,2686,2593,2352,1553,914,728,9.15
MS,Claiborne,USH00227132,1976,1068,872,3567,422,1429,446,624,333,731,628,609,1128,1950,1900,429.473684211,1700,USC00227132,641,1315,1481,1759,1887,2378,2635,2589,2296,1390,814,622,9.15
MS,Washington,USH00223605,1976,1500,1108,1972,258,1207,1986,932,59,1221,914,728,906,104000,101900,414.52404318,88000,USC00223605,558,1283,1466,1752,1902,2355,2634,2552,2234,1451,819,637,9.15
MS,Lowndes,USH00221880,1976,1285,1361,3158,375,2455,620,1200,183,2103,889,887,1301,7200,6800,367.058823529,5200,USC00221880,434,1162,1509,1666,1860,2404,2672,2564,2239,1455,723,517,9.15
MS,Jones,USH00224939,1975,2103,1176,1375,1406,2042,1297,1848,2342,1627,639,575,879,530,480,445.0,445,USC00224939,1113,1242,1420,1671,2252,2491,2630,2624,2197,1823,1313,817,12.55
MS,Lincoln,USH00221094,1975,1745,1334,1595,1359,2954,1667,1517,1425,1094,908,1087,1047,550,500,182.4,190,USC00221094,1095,1202,1396,1747,2269,2516,2647,2618,2182,1852,1328,825,12.55
MS,Lawrence,USH00225987,1975,1543,1110,1777,1454,3624,1423,1444,2038,1095,1361,708,1237,110,90,160.0,30,USC00225987,1139,1225,1496,1761,2312,2579,2710,2676,2251,1862,1329,879,12.55
MS,Winston,USH00225247,1975,1401,1942,2782,1333,1116,589,2697,1722,496,2294,484,1093,3450,3280,349.756097561,2390,USC00225247,797,909,1076,1554,2179,2393,2519,2518,2035,1636,1173,595,12.55
MS,Coahoma,USH00221707,1975,1673,1841,2188,1171,1890,2041,846,1488,987,445,2269,899,99400,94100,363.18809776800003,71200,USC00221707,699,686,975,1578,2291,2526,2763,2641,2113,1790,1148,644,12.55
MS,Attala,USH00224776,1975,1036,1894,2578,1372,2170,917,1020,1246,520,1882,1201,1206,8850,8500,415.058823529,7350,USC00224776,743,846,1016,1492,2130,2342,2537,2493,1961,1602,1139,632,12.55
MS,Sunflower,USH00226009,1975,1385,2203,2887,1143,2357,1378,1143,761,772,1433,1067,670,133750,129000,414.139534884,111300,USC00226009,879,917,1133,1626,2259,2535,2727,2622,2099,1798,1188,694,12.55
MS,Panola,USH00220488,1975,1306,1819,1986,992,2891,774,1173,955,579,394,1940,761,25800,24600,386.341463415,19800,USC00220488,746,762,1004,1583,2257,2533,2738,2649,2110,1731,1070,631,12.55
MS,Monroe,USH00220021,1975,1011,1505,2641,1505,1122,442,1146,634,1105,1227,721,551,12360,12000,428.0,10700,USC00220021,932,922,1195,1693,2259,2486,2647,2627,2151,1819,1211,683,12.55
MS,Wayne,USH00229439,1975,2166,1353,1661,1301,2438,1677,947,1373,1800,1160,1081,1032,730,505,237.62376237599997,250,USC00229439,1126,1274,1485,1769,2299,2550,2662,2653,2210,1890,1335,863,12.55
MS,Marion,USH00221865,1975,3220,1385,2002,1474,2097,1488,2071,1309,1411,755,713,974,350,260,173.53846153799995,94,USC00221865,1186,1306,1451,1816,2326,2578,2692,2620,2225,1895,1355,944,12.55
MS,Claiborne,USH00227132,1975,1297,1304,1889,1627,3012,3040,1342,826,611,1459,1289,957,880,860,477.209302326,855,USC00227132,1058,1049,1284,1653,2267,2517,2645,2616,2185,1756,1300,811,12.55
MS,Washington,USH00223605,1975,1274,2886,2731,1713,3171,1337,687,1234,638,646,1308,563,77000,76000,632.842105263,100200,USC00223605,932,977,1196,1645,2236,2523,2678,2568,2083,1778,1240,728,12.55
MS,Lowndes,USH00221880,1975,1812,1831,2450,1121,1303,1093,1022,1428,803,1872,1033,1162,6450,6150,405.85365853699994,5200,USC00221880,904,998,1206,1610,2264,2492,2649,2648,2154,1796,1211,723,12.55
MS,Jones,USH00224939,1974,1789,855,902,2420,1966,1076,1415,2363,2022,1086,1181,964,1300,1200,338.4,846,USC00224939,1426,1023,1672,1707,2279,2373,2643,2587,2225,1623,1245,975,12.66
MS,Lincoln,USH00221094,1974,2525,1123,915,3823,819,793,781,1127,791,956,1641,1776,600,600,291.2,364,USC00221094,1202,1054,1760,1774,2352,2413,2681,2630,2262,1727,1282,988,12.66
MS,Lawrence,USH00225987,1974,2932,944,1224,4299,1176,1102,983,1435,1202,379,1053,1479,700,650,360.369230769,488,USC00225987,1378,1050,1739,1808,2335,2422,2634,2585,2247,1612,1290,945,12.66
MS,Winston,USH00225247,1974,4611,1403,1523,1986,1137,2526,814,1156,1663,418,1166,1805,5000,4700,390.842553191,3827,USC00225247,923,677,1453,1607,2206,2291,2591,2517,1970,1505,1127,724,12.66
MS,Coahoma,USH00221707,1974,2734,1300,646,1113,3158,2736,666,1282,1313,685,1020,1590,136500,131500,424.761673004,116367,USC00221707,572,648,1472,1637,2236,2311,2803,2657,1998,1680,1160,666,12.66
MS,Attala,USH00224776,1974,4128,1520,1226,1507,1147,1594,605,1786,1023,330,1003,2003,13700,13000,431.44615384599996,11685,USC00224776,926,662,1454,1532,2169,2196,2563,2504,1972,1504,1026,657,12.66
MS,Sunflower,USH00226009,1974,2836,1034,1294,1926,1712,2130,650,1238,1048,823,840,1887,205000,200000,381.6,159000,USC00226009,863,945,1620,1707,2281,2365,2702,2585,2050,1670,1158,783,12.66
MS,Panola,USH00220488,1974,3116,1159,722,1379,3357,2865,884,1357,778,729,797,1648,45000,43000,399.96279069800005,35830,USC00220488,710,661,1415,1505,2188,2246,2656,2528,1946,1577,1111,611,12.66
MS,Monroe,USH00220021,1974,3034,1209,1085,1427,2175,2076,292,1243,1286,216,1049,1423,20000,19000,465.852631579,18440,USC00220021,1028,856,1571,1707,2176,2298,2655,2590,2091,1529,1123,753,12.66
MS,Forrest,USH00223887,1974,2148,1343,1939,2085,1579,998,854,1140,1600,859,1592,783,100,100,240.0,50,USC00223887,1487,1037,1717,1809,2359,2494,2727,2694,2344,1747,1368,1067,12.66
MS,Wayne,USH00229439,1974,1978,1007,1225,2304,1113,1374,1392,1502,1866,540,1359,1149,1000,900,341.333333333,640,USC00229439,1425,1091,1757,1788,2319,2385,2635,2586,2256,1647,1222,999,12.66
MS,Marion,USH00221865,1974,2218,964,1289,1939,1459,911,723,3207,2179,1380,1606,1107,800,760,263.368421053,417,USC00221865,1351,1089,1778,1808,2394,2477,2723,2664,2351,1765,1338,1070,12.66
MS,Claiborne,USH00227132,1974,3914,1286,980,3179,440,590,644,1611,1403,236,1342,2433,3000,2800,435.942857143,2543,USC00227132,1086,909,1617,1707,2341,2388,2644,2601,2163,1641,1255,881,12.66
MS,Washington,USH00223605,1974,2930,1001,1196,2324,1952,1957,886,2012,957,1022,898,1518,116000,113000,522.881415929,123095,USC00223605,830,969,1624,1736,2289,2353,2672,2562,2037,1704,1224,816,12.66
MS,Oktibbeha,USH00228374,1974,3444,1087,715,1877,1358,2243,741,1486,1794,280,726,1675,200,200,345.6,144,USC00228374,953,799,1484,1629,2191,2252,2631,2509,2014,1604,1081,797,12.66
MS,Lowndes,USH00221880,1974,3199,1519,1706,2484,1900,1756,533,1575,1465,277,1137,2312,11000,10500,430.765714286,9423,USC00221880,1036,795,1622,1668,2252,2308,2702,2607,2132,1623,1130,804,12.66
MS,Jones,USH00224939,1973,1037,661,3314,1595,1878,983,815,1077,1393,712,1624,3473,1000,950,384.0,760,USC00224939,728,880,1654,1640,2041,2543,2703,2529,2453,2003,1563,866,11.61
MS,Lincoln,USH00221094,1973,845,1550,3522,2236,1779,1273,958,1844,1204,711,2282,1667,550,500,326.4,340,USC00221094,692,853,1626,1672,2147,2578,2720,2557,2447,2024,1578,889,11.61
MS,Lawrence,USH00225987,1973,1285,1110,4978,2952,1819,1396,1331,657,1714,422,1522,1810,400,380,391.57894736800006,310,USC00225987,733,902,1672,1723,2110,2608,2756,2614,2460,2098,1621,895,11.61
MS,Winston,USH00225247,1973,2056,840,2919,2027,1385,411,1103,988,549,462,2569,1844,3200,3000,624.0,3900,USC00225247,469,583,1481,1549,1964,2532,2640,2508,2388,1961,1408,606,11.61
MS,Coahoma,USH00221707,1973,1431,1398,3157,2796,1377,685,1538,736,547,912,2614,1452,107700,106000,729.056603774,161000,USC00221707,373,536,1384,1548,2075,2652,2808,2627,2451,2048,1312,593,11.61
MS,Attala,USH00224776,1973,2091,1138,2899,1839,1545,407,1383,397,1427,1028,1998,1651,9300,9000,597.333333333,11200,USC00224776,422,540,1400,1470,1880,2522,2651,2487,2392,1930,1342,572,11.61
MS,Panola,USH00220488,1973,1512,1054,4281,2241,1273,932,1240,955,513,1285,2625,1233,36200,35600,566.292134831,42000,USC00220488,372,503,1406,1517,1938,2550,2717,2512,2432,1909,1274,567,11.61
MS,Monroe,USH00220021,1973,2348,1241,3472,1685,1273,688,1016,786,1049,1265,2279,1537,18900,18600,405.161290323,15700,USC00220021,537,717,1566,1621,1971,2517,2724,2589,2414,1878,1396,725,11.61
MS,Wayne,USH00229439,1973,1140,927,2378,1781,1265,402,1831,849,1112,545,1092,2249,1000,900,240.0,450,USC00229439,694,852,1695,1708,2104,2614,2731,2537,2510,2000,1597,874,11.61
MS,Marion,USH00221865,1973,1021,892,3028,3153,1549,1052,1768,790,1231,616,1656,3110,300,280,274.285714286,160,USC00221865,788,965,1728,1749,2222,2660,2805,2644,2522,2102,1669,972,11.61
MS,Claiborne,USH00227132,1973,1282,976,2196,2808,2237,447,772,491,2162,1095,1783,1929,2100,2000,456.0,1900,USC00227132,618,814,1513,1600,2023,2550,2693,2511,2416,2014,1544,779,11.61
MS,Washington,USH00223605,1973,1600,1323,1,4023,1824,948,891,1829,1,68,578,1134,90000,89200,828.69955157,154000,USC00223605,566,698,1515,1602,2068,2602,2785,2527,2449,1987,1392,785,11.61
MS,Oktibbeha,USH00228374,1973,2161,899,2979,1892,1227,489,1503,1592,1045,629,1568,1581,250,200,432.0,180,USC00228374,555,656,1474,1505,1986,2557,2707,2523,2430,1978,1441,680,11.61
MS,Lowndes,USH00221880,1973,2136,1021,2972,1669,1192,905,1543,888,740,422,2006,1925,9400,9100,474.725274725,9000,USC00221880,555,690,1578,1602,2001,2568,2732,2588,2519,1997,1369,770,11.61
MS,Jones,USH00224939,1972,2645,1064,1299,1118,1622,790,1047,798,277,846,1161,2858,1000,950,419.368421053,830,USC00224939,1098,1006,1467,1781,2096,2494,2566,2691,2658,1853,1115,1010,11.45
MS,Lincoln,USH00221094,1972,2585,523,1611,1105,1254,1303,1437,717,897,706,1235,2947,550,510,240.0,255,USC00221094,1133,1058,1500,1899,2168,2557,2570,2700,2659,1914,1058,969,11.45
MS,Lawrence,USH00225987,1972,1982,591,1373,706,1075,866,892,1321,402,1087,1036,3107,650,600,240.0,300,USC00225987,1141,1036,1557,1860,2176,2579,2623,2716,2691,1876,1121,1022,11.45
MS,Winston,USH00225247,1972,2326,818,1139,875,867,832,1692,733,1530,966,1408,1917,4700,4500,368.0,3450,USC00225247,738,728,1249,1687,2062,2419,2505,2631,2521,1629,872,717,11.45
MS,Coahoma,USH00221707,1972,1464,223,1154,1212,373,1410,1787,345,1037,951,2687,1790,118800,113800,766.818980668,181800,USC00221707,606,671,1132,1718,2172,2583,2651,2700,2524,1683,822,464,11.45
MS,Attala,USH00224776,1972,2756,808,1141,584,1527,889,1325,724,1486,953,1228,1889,10900,10500,525.714285714,11500,USC00224776,721,661,1199,1630,2013,2385,2492,2627,2550,1618,831,625,11.45
MS,Panola,USH00220488,1972,1677,203,1207,1049,1481,963,1019,776,1028,795,2209,1817,43800,43000,555.906976744,49800,USC00220488,618,586,1142,1688,2010,2411,2520,2569,2463,1579,789,529,11.45
MS,Monroe,USH00220021,1972,1938,406,1283,1150,1066,1336,1079,1024,1593,786,1638,1410,22300,21500,502.325581395,22500,USC00220021,810,1026,1324,1699,2091,2404,2574,2625,2488,1673,891,828,11.45
MS,Wayne,USH00229439,1972,1955,1331,1513,827,1067,880,829,681,417,925,1290,2411,950,910,274.285714286,520,USC00229439,1230,1091,1516,1886,2122,2527,2587,2722,2633,1841,1119,994,11.45
MS,Marion,USH00221865,1972,1923,798,1671,909,1935,991,1103,696,263,737,1407,3087,650,620,317.419354839,410,USC00221865,1240,1136,1548,1941,2212,2608,2623,2736,2698,1983,1190,1092,11.45
MS,Claiborne,USH00227132,1972,1862,680,2059,389,996,836,1834,1555,1366,758,1266,2676,2300,2250,725.333333333,3400,USC00227132,990,888,1389,1774,2120,2479,2539,2612,2607,1758,972,828,11.45
MS,Washington,USH00223605,1972,2059,104,1268,1139,594,1039,1056,167,766,1041,2397,2034,107000,103400,738.104448743,159000,USC00223605,857,938,1332,1816,2186,2552,2549,2649,2509,1745,893,660,11.45
MS,Oktibbeha,USH00228374,1972,2141,379,1299,600,928,1638,1178,360,1412,683,1288,2032,450,400,240.0,200,USC00228374,759,812,1284,1721,2122,2470,2559,2680,2554,1672,888,694,11.45
MS,Lowndes,USH00221880,1972,2284,404,1501,701,759,637,1122,778,930,721,1260,1732,11600,11200,428.571428571,10000,USC00221880,870,853,1300,1805,2108,2455,2594,2710,2554,1747,934,860,11.45
AL,Colbert,USH00015749,2011,830,529,1771,2327,763,1831,1077,1555,1802,443,982,1689,8500,8500,768.0,13600,USW00013896,298,832,1225,1849,2024,-9999,-9999,-9999,-9999,-9999,-9999,-9999,16.5
AL,Tuscaloosa,USH00018380,2011,1035,770,1928,1968,361,633,1500,264,2739,134,1049,1397,1800,1800,850.666666667,3190,USC00010505,458,924,1471,1929,2078,-9999,-9999,-9999,-9999,-9999,-9999,-9999,16.5
AL,Talladega,USH00018024,2011,1047,1017,2648,1589,166,925,1210,721,1358,191,1383,973,7500,7500,736.0,11500,USC00011620,434,946,1375,1815,1963,-9999,-9999,-9999,-9999,-9999,-9999,-9999,16.5
AL,Escambia,USH00011084,2011,1491,1041,1223,370,251,1268,1390,300,1793,51,442,1337,26800,26700,735.280898876,40900,USC00010402,740,1132,1623,2005,2228,-9999,-9999,-9999,-9999,-9999,-9999,-9999,16.5
AL,Baldwin,USH00012813,2011,885,605,1164,272,229,1002,2575,499,2818,87,927,635,18300,17600,760.9090909089999,27900,USC00010583,931,1273,1776,2091,2203,-9999,-9999,-9999,-9999,-9999,-9999,-9999,16.5
AL,Pike,USH00018323,2011,672,998,1371,273,115,450,1423,564,1064,-9999,-9999,-9999,5000,4400,476.72727272699996,4370,USC00018323,648,1117,1601,2008,2137,-9999,-9999,-9999,-9999,-9999,-9999,-9999,16.5
AL,Dallas,USH00017366,2011,617,1013,1112,813,368,566,1551,343,1114,173,958,1010,10500,9900,746.666666667,15400,USC00015121,539,1015,1485,1925,2073,-9999,-9999,-9999,-9999,-9999,-9999,-9999,16.5
AL,Cullman,USH00017157,2011,1118,876,-9999,1401,-9999,924,1242,158,2662,224,1598,1552,600,600,840.0,1050,USC00012096,251,832,1186,1747,1830,-9999,-9999,-9999,-9999,-9999,-9999,-9999,16.5
AL,Jackson,USH00017304,2011,1331,516,3098,2976,734,1306,895,884,3044,422,1853,1922,5900,5900,763.118644068,9380,USC00011099,210,699,1181,1652,1872,-9999,-9999,-9999,-9999,-9999,-9999,-9999,16.5
AL,Colbert,USH00015749,2010,1262,840,988,482,1891,952,889,554,740,730,1367,526,5000,4990,942.685370741,9800,USW00013896,231,319,1011,1791,2247,2715,2832,2873,2435,1713,1135,378,14.1
AL,Tuscaloosa,USH00018380,2010,1395,882,1544,697,1535,1156,801,1007,373,700,1678,258,1500,1500,803.2,2510,USC00010505,408,488,1049,1866,2333,2751,2890,2904,2497,1842,1307,398,14.1
AL,Talladega,USH00018024,2010,1145,1316,2076,712,1941,817,767,554,422,1203,864,769,4600,4600,636.52173913,6100,USC00011620,331,407,989,1739,2245,2702,2849,2869,2459,1711,1192,415,14.1
AL,Escambia,USH00011084,2010,2541,1355,863,538,1614,646,1013,1929,279,630,1244,543,22600,22500,855.4666666669998,40100,USC00010402,686,609,1198,1855,2429,2763,2817,2829,2621,1949,1489,658,14.1
AL,Baldwin,USH00012813,2010,1710,1381,1312,519,1787,1281,555,2623,1608,426,1202,692,12300,12300,819.512195122,21000,USC00010583,813,777,1365,1979,2505,2803,2840,2888,2664,2071,1649,822,14.1
AL,Pike,USH00018323,2010,2099,1004,1404,450,1378,1750,512,1542,897,-9999,1321,727,3200,3160,531.64556962,3500,USC00018323,631,623,1174,1912,2421,2750,2836,2787,2651,1938,1421,546,14.1
AL,Dallas,USH00017366,2010,1609,1185,1162,777,1380,536,988,651,186,894,1222,746,6700,6450,474.790697674,6380,USC00015121,497,502,1131,1843,2374,2802,2844,2889,2581,1879,1372,483,14.1
AL,Jackson,USH00017304,2010,1506,1178,1208,874,1565,1162,1709,2251,307,630,1572,641,3400,3400,951.529411765,6740,USC00011099,138,195,908,1660,2112,2588,2713,2745,2295,1538,1071,186,14.1
AL,Colbert,USH00015749,2009,611,1016,1573,1151,1578,831,1745,541,1956,2352,439,1128,2700,2700,497.77777777800003,2800,USW00013896,486,784,1258,1610,2132,2596,2482,2521,2317,1543,1177,552,38.7
AL,Talladega,USH00018024,2009,1003,1340,1443,955,2038,822,1672,1764,1641,2262,1605,2069,2900,2810,580.782918149,3400,USC00011620,669,864,1317,1604,2123,2545,2491,2518,2288,1645,1070,636,38.7
AL,Escambia,USH00011084,2009,1453,704,2781,1740,1616,928,1384,1770,1316,1245,1897,4187,12900,12100,710.082644628,17900,USC00010402,1002,1089,1593,1738,2306,2764,2707,2597,2509,1936,1332,897,38.7
AL,Baldwin,USH00012813,2009,549,1235,3665,526,1854,937,1316,1587,2072,1948,971,3434,8500,8350,776.0479041919998,13500,USC00010583,1073,1185,1613,1794,2313,2742,2736,2582,2647,2050,1448,1053,38.7
AL,Pike,USH00018323,2009,739,285,2983,1092,2252,596,1895,856,1135,719,554,3175,4200,4100,526.829268293,4500,USC00018323,892,1023,1556,1756,2250,2702,2609,2590,2435,1924,1325,812,38.7
AL,Dallas,USH00017366,2009,638,840,3315,584,1556,539,1748,771,1239,1053,1233,2941,4500,4450,560.898876404,5200,USC00015121,756,1001,1474,1643,2247,2714,2648,2579,2449,1737,1197,732,38.7
AL,Colbert,USH00015749,2008,582,675,1051,1030,1738,582,332,1100,218,691,699,2677,9000,9000,634.666666667,11900,USW00013896,400,780,1159,1554,2029,2590,2730,2598,2286,1604,872,653,20.1
AL,Escambia,USH00011084,2008,1325,2174,673,1583,673,884,2210,2540,642,829,1067,1124,10300,10300,1099.80582524,23600,USC00010402,842,1231,1424,1833,2286,2657,2725,2616,2439,1787,1293,1218,20.1
AL,Baldwin,USH00012813,2008,1785,1240,1098,1395,2353,843,1373,3594,1948,1052,882,850,9100,9100,1002.1978022,19000,USC00010583,970,1377,1540,1918,2353,2712,2748,2676,2635,1873,1402,1243,20.1
AL,Dallas,USH00017366,2008,1040,2114,1156,1109,855,750,1609,2823,231,484,609,1556,3900,3800,896.842105263,7100,USC00015121,581,953,1359,1800,2225,2664,2742,2627,2407,1719,1082,1027,20.1
AL,Colbert,USH00015749,2007,819,357,378,634,369,285,1942,829,944,1277,840,808,15700,15700,473.885350318,15500,USW00013896,630,521,1547,1515,2244,2631,2638,2973,2426,1860,1105,940,18.0
AL,Tuscaloosa,USH00018380,2007,397,902,292,240,119,485,1211,537,1059,690,827,843,2300,2300,632.3478260869999,3030,USC00010505,835,695,1579,1516,2166,2634,2625,3031,2496,1859,1232,1037,18.0
AL,Escambia,USH00011084,2007,1672,938,520,2789,296,1346,770,1024,1759,1473,1169,2584,16300,16300,538.895705521,18300,USC00010402,1030,943,1673,1706,2263,2671,2719,2918,2529,2110,1375,1306,18.0
AL,Baldwin,USH00012813,2007,1113,527,137,870,472,1614,1800,1512,1687,2230,994,1467,9100,9100,833.406593407,15800,USC00010583,1207,1130,1732,1699,2319,2646,2710,2931,2556,2101,1474,1385,18.0
